"","Identity","expr_mean"
"1","B",-0.0926137733167492
"2","CD8+_T",-0.0823479467481669
"3","Dendritic_Cell",-0.110796835734186
"4","Exhausted_CD4/8+_T",-0.0991105734645666
"5","Exhausted_CD8+_T",-0.121631105036271
"6","Mast_Cell",-0.144920493477673
"7","Microglial",-0.068946887901689
"8","Naive_CD8+_T",-0.0332217791726589
"9","Natural_Killer_T",-0.0625100808092605
"10","Progenitor",-0.101483342450415
