"","Identity","expr_mean"
"1","B",0.0247608115004094
"2","CD8+_T",0.00320509730713999
"3","Dendritic_Cell",0.00591362161163264
"4","Exhausted_CD4/8+_T",0.0253362452330143
"5","Exhausted_CD8+_T",-0.0885697324635895
"6","Mast_Cell",-0.231035783008703
"7","Microglial",-0.0824670853097559
"8","Naive_CD8+_T",0.0958382509354315
"9","Natural_Killer_T",-0.0291359213868695
"10","Progenitor",-0.155898490023573
