"","Identity","expr_mean"
"1","B",-0.0306039505618154
"2","CD8+_T",-0.0485809625658564
"3","Dendritic_Cell",-0.179165701738219
"4","Exhausted_CD4/8+_T",-0.124944946045879
"5","Exhausted_CD8+_T",-0.127103720371218
"6","Mast_Cell",-0.195273155813593
"7","Microglial",-0.164273823487759
"8","Naive_CD8+_T",0.0140623177908994
"9","Natural_Killer_T",-0.0568679915547693
"10","Progenitor",-0.151403439967902
