"","Identity","expr_mean"
"1","B",-0.01904954257814
"2","CD8+_T",-0.0789161715372189
"3","Dendritic_Cell",-0.0373481031282631
"4","Exhausted_CD4/8+_T",-0.0298478551305709
"5","Exhausted_CD8+_T",-0.0615297838398758
"6","Mast_Cell",-0.0067146773183525
"7","Microglial",-0.0319218464230585
"8","Naive_CD8+_T",-0.0881801341611401
"9","Natural_Killer_T",-0.082779439438347
"10","Progenitor",-0.045411480137454
