"","Identity","expr_mean"
"1","B",-0.103802742354906
"2","CD8+_T",-0.0559533833614785
"3","Dendritic_Cell",-0.128295224074441
"4","Exhausted_CD4/8+_T",-0.0563283490806018
"5","Exhausted_CD8+_T",-0.150476711008595
"6","Mast_Cell",-0.177747002664119
"7","Microglial",-0.132653305064697
"8","Naive_CD8+_T",-0.0233627703566104
"9","Natural_Killer_T",-0.055107582131448
"10","Progenitor",-0.138984945393358
