"","tilTemra_001","tilTemra_002","tilTemra_003","pTemra_004","pTemra_005","pTemra_006"
"XLOC_000429",99.3713573755872,0,0,140.184940097132,0,0
"XLOC_000459",31.3235800423047,0,0,36.8907737097715,0,0
"XLOC_000464",0,10.7097054397524,0,0,6.38222716027039,0
"XLOC_000485",0,0,7.74631629729484,0,0,9.07475071604333
"XLOC_000489",0,27.8452341433564,0,0,16.4114412692667,0
"XLOC_000508",0,10.7097054397524,0,0,9.11746737181485,0
"XLOC_000510",10.8012344973464,0,0,5.53361605646573,0.911746737181485,0
"XLOC_000518",0,1.07097054397524,8.8529329111941,0,1.82349347436297,19.9644515752953
"XLOC_000536",1.08012344973464,0,123.941060756717,0,0,116.156809165355
"XLOC_000540",0,12.8516465277029,0,0,20.0584282179927,0
"XLOC_000542",28.0832096931007,0,0,18.4453868548858,0,0
"XLOC_000543",0,0,35.4117316447764,0.922269342744288,0,7.25980057283467
"XLOC_000546",0,0,164.88587547099,0,0,17.2420263604823
"XLOC_000548",0,0,48.6911310115676,0,0,9.07475071604333
"XLOC_000559",0,145.651993980633,0,0,124.909302993863,0
"XLOC_000562",0,0,6.63969968339558,0,0,5.444850429626
"XLOC_000564",10.8012344973464,0,0,9.22269342744288,0,0
"XLOC_000566",0,41.7678512150345,0,0.922269342744288,7.29397389745188,0
"XLOC_000572",0,0,40.9448147142727,0,0,24.501826933317
"XLOC_000586",0,3.21291163192573,1.10661661389926,0,5.47048042308891,5.444850429626
"XLOC_000593",0,0,6.63969968339558,0,0,8.167275644439
"XLOC_000594",0,46.0517333909355,0,0,24.6171619039001,0
"XLOC_000606",12.9614813968157,1.07097054397524,76.3565463590491,19.36765619763,0.911746737181485,49.9111289382383
"XLOC_000615",0,0,18.8124824362875,0,0,9.98222578764767
"XLOC_000618",0,10.7097054397524,0,0,8.20572063463336,0
"XLOC_000627",144.736542264442,0,0,123.584091927735,0,1.81495014320867
"XLOC_000628",0,0,45.3712811698698,0,0,47.1887037234253
"XLOC_000630",0,55.6904682867127,0,0,50.1460705449817,0
"XLOC_000634",42.1248145396511,0,0,7.3781547419543,0,0
"XLOC_000637",0,16.0645581596287,0,0,10.0292141089963,0
