"direction","fromAltName","interaction","name","selected","shared interaction","shared name","toAltName","weight"
"undirected",,"interacts with","BSG (interacts with) WDR81","false","interacts with","BSG (interacts with) WDR81",,"0.541966242296016"
"undirected",,"interacts with","CDS2 (interacts with) RRAS2","false","interacts with","CDS2 (interacts with) RRAS2",,"0.518068083729623"
"undirected",,"interacts with","MMP23B (interacts with) TMEM14C","false","interacts with","MMP23B (interacts with) TMEM14C",,"0.53863112349889"
"undirected",,"interacts with","DR1 (interacts with) H6PD","false","interacts with","DR1 (interacts with) H6PD",,"0.504519979345771"
"undirected",,"interacts with","OSBPL5 (interacts with) ZNF362","false","interacts with","OSBPL5 (interacts with) ZNF362",,"0.541966066276814"
"undirected",,"interacts with","GTF3C1 (interacts with) ILRUN","false","interacts with","GTF3C1 (interacts with) ILRUN",,"0.553510470729691"
"undirected",,"interacts with","MRPS23 (interacts with) PRKCB","false","interacts with","MRPS23 (interacts with) PRKCB",,"0.549124164049885"
"undirected",,"interacts with","EML2 (interacts with) MATK","false","interacts with","EML2 (interacts with) MATK",,"0.509821283217533"
"undirected",,"interacts with","C12orf75 (interacts with) CHMP1A","false","interacts with","C12orf75 (interacts with) CHMP1A",,"0.512422850600125"
"undirected",,"interacts with","COMMD8 (interacts with) WDR81","false","interacts with","COMMD8 (interacts with) WDR81",,"0.53259113616613"
"undirected",,"interacts with","ARPC5L (interacts with) ZBTB21","false","interacts with","ARPC5L (interacts with) ZBTB21",,"0.515308242287598"
"undirected",,"interacts with","CASP4 (interacts with) TADA3","false","interacts with","CASP4 (interacts with) TADA3",,"0.523691870908762"
"undirected",,"interacts with","EXTL3 (interacts with) PLEKHJ1","false","interacts with","EXTL3 (interacts with) PLEKHJ1",,"0.553503982847541"
"undirected",,"interacts with","RGL2 (interacts with) SUSD1","false","interacts with","RGL2 (interacts with) SUSD1",,"0.529594786893517"
"undirected",,"interacts with","NDUFB7 (interacts with) ZNF80","false","interacts with","NDUFB7 (interacts with) ZNF80",,"0.526649319094167"
"undirected",,"interacts with","CDS2 (interacts with) DNAJC1","false","interacts with","CDS2 (interacts with) DNAJC1",,"0.569346883973181"
"undirected",,"interacts with","EIF4G3 (interacts with) TRAM1","false","interacts with","EIF4G3 (interacts with) TRAM1",,"0.52664860015359"
"undirected",,"interacts with","C12orf73 (interacts with) NOP14-AS1","false","interacts with","C12orf73 (interacts with) NOP14-AS1",,"0.549117123650664"
"undirected",,"interacts with","GALC (interacts with) MRGBP","false","interacts with","GALC (interacts with) MRGBP",,"0.559038428421886"
"undirected",,"interacts with","KIR3DX1 (interacts with) UBE2E3","false","interacts with","KIR3DX1 (interacts with) UBE2E3",,"0.541960112764144"
"undirected",,"interacts with","COTL1 (interacts with) MYDGF","false","interacts with","COTL1 (interacts with) MYDGF",,"0.541959641516799"
"undirected",,"interacts with","ILRUN (interacts with) RGL2","false","interacts with","ILRUN (interacts with) RGL2",,"0.529593083696147"
"undirected",,"interacts with","PSKH1 (interacts with) UBE2E3","false","interacts with","PSKH1 (interacts with) UBE2E3",,"0.529590789820077"
"undirected",,"interacts with","CCDC92 (interacts with) TADA3","false","interacts with","CCDC92 (interacts with) TADA3",,"0.529589494878931"
"undirected",,"interacts with","BSG (interacts with) FGR","false","interacts with","BSG (interacts with) FGR",,"0.549113675719294"
"undirected",,"interacts with","ACSS1 (interacts with) SSH1","false","interacts with","ACSS1 (interacts with) SSH1",,"0.504508647883871"
"undirected",,"interacts with","NPM1 (interacts with) SSH1","false","interacts with","NPM1 (interacts with) SSH1",,"0.509817083831146"
"undirected",,"interacts with","PPP1CC (interacts with) RRAS2","false","interacts with","PPP1CC (interacts with) RRAS2",,"0.512416581910331"
"undirected",,"interacts with","C12orf73 (interacts with) GTF3C1","false","interacts with","C12orf73 (interacts with) GTF3C1",,"0.520882104627646"
"undirected",,"interacts with","ABCC1 (interacts with) FCRL6","false","interacts with","ABCC1 (interacts with) FCRL6",,"0.509815510541468"
"undirected",,"interacts with","LENG1 (interacts with) PSKH1","false","interacts with","LENG1 (interacts with) PSKH1",,"0.553482943215993"
"undirected",,"interacts with","ILRUN (interacts with) NTAN1","false","interacts with","ILRUN (interacts with) NTAN1",,"0.541951220427225"
"undirected",,"interacts with","LRRC14 (interacts with) ZNF80","false","interacts with","LRRC14 (interacts with) ZNF80",,"0.538618120055625"
"undirected",,"interacts with","PSKH1 (interacts with) SMCHD1","false","interacts with","PSKH1 (interacts with) SMCHD1",,"0.526641866807328"
"undirected",,"interacts with","CASP4 (interacts with) MYDGF","false","interacts with","CASP4 (interacts with) MYDGF",,"0.541950949170177"
"undirected",,"interacts with","KAT5 (interacts with) SZRD1","false","interacts with","KAT5 (interacts with) SZRD1",,"0.538616371914355"
"undirected",,"interacts with","SNX17 (interacts with) WDR46","false","interacts with","SNX17 (interacts with) WDR46",,"0.53258229551417"
"undirected",,"interacts with","PSMD8 (interacts with) WDR13","false","interacts with","PSMD8 (interacts with) WDR13",,"0.529586288843106"
"undirected",,"interacts with","RASGEF1A (interacts with) ZNF80","false","interacts with","RASGEF1A (interacts with) ZNF80",,"0.504504111785735"
"undirected",,"interacts with","CDS2 (interacts with) MOV10","false","interacts with","CDS2 (interacts with) MOV10",,"0.535582720530574"
"undirected",,"interacts with","DNASE2 (interacts with) ELOB","false","interacts with","DNASE2 (interacts with) ELOB",,"0.509815406928074"
"undirected",,"interacts with","CHMP1A (interacts with) ZNF362","false","interacts with","CHMP1A (interacts with) ZNF362",,"0.553481164560032"
"undirected",,"interacts with","IGF2R (interacts with) NOP14-AS1","false","interacts with","IGF2R (interacts with) NOP14-AS1",,"0.526641167092763"
"undirected",,"interacts with","ELF4 (interacts with) RGL2","false","interacts with","ELF4 (interacts with) RGL2",,"0.553480870935525"
"undirected",,"interacts with","ACSS1 (interacts with) NOP14-AS1","false","interacts with","ACSS1 (interacts with) NOP14-AS1",,"0.520879645919794"
"undirected",,"interacts with","BRK1 (interacts with) POLR2J","false","interacts with","BRK1 (interacts with) POLR2J",,"0.523674778693345"
"undirected",,"interacts with","MOV10 (interacts with) POLR2J","false","interacts with","MOV10 (interacts with) POLR2J",,"0.526637701774434"
"undirected",,"interacts with","ACSS1 (interacts with) SUSD1","false","interacts with","ACSS1 (interacts with) SUSD1",,"0.515295322539503"
"undirected",,"interacts with","CALHM2 (interacts with) NFE2L1","false","interacts with","CALHM2 (interacts with) NFE2L1",,"0.520879515560295"
"undirected",,"interacts with","ILRUN (interacts with) TECR","false","interacts with","ILRUN (interacts with) TECR",,"0.553479116012678"
"undirected",,"interacts with","MRPS23 (interacts with) TRIM8","false","interacts with","MRPS23 (interacts with) TRIM8",,"0.545404039554828"
"undirected",,"interacts with","BICRAL (interacts with) UBE2E3","false","interacts with","BICRAL (interacts with) UBE2E3",,"0.504500627807636"
"undirected",,"interacts with","NFE2L1 (interacts with) TECR","false","interacts with","NFE2L1 (interacts with) TECR",,"0.558995252252594"
"undirected",,"interacts with","MYDGF (interacts with) VAV3","false","interacts with","MYDGF (interacts with) VAV3",,"0.545404037880189"
"undirected",,"interacts with","CALHM2 (interacts with) SUSD1","false","interacts with","CALHM2 (interacts with) SUSD1",,"0.532572936061109"
"undirected",,"interacts with","CSK (interacts with) SLC66A3","false","interacts with","CSK (interacts with) SLC66A3",,"0.515292683738761"
"undirected",,"interacts with","MOV10 (interacts with) SZRD1","false","interacts with","MOV10 (interacts with) SZRD1",,"0.538610671554595"
"undirected",,"interacts with","NCALD (interacts with) RNF5","false","interacts with","NCALD (interacts with) RNF5",,"0.50177638208467"
"undirected",,"interacts with","GTF3C1 (interacts with) SUSD1","false","interacts with","GTF3C1 (interacts with) SUSD1",,"0.526624096953784"
"undirected",,"interacts with","KLHDC3 (interacts with) MOB1A","false","interacts with","KLHDC3 (interacts with) MOB1A",,"0.535569967069764"
"undirected",,"interacts with","ESRP2 (interacts with) MOV10","false","interacts with","ESRP2 (interacts with) MOV10",,"0.541933820528893"
"undirected",,"interacts with","CDS2 (interacts with) SRP9","false","interacts with","CDS2 (interacts with) SRP9",,"0.553461011646243"
"undirected",,"interacts with","CCDC92 (interacts with) EMC10","false","interacts with","CCDC92 (interacts with) EMC10",,"0.545394574018006"
"undirected",,"interacts with","GSTP1 (interacts with) MAPKAPK3","false","interacts with","GSTP1 (interacts with) MAPKAPK3",,"0.569233799335042"
"undirected",,"interacts with","CDKN2AIPNL (interacts with) LENG1","false","interacts with","CDKN2AIPNL (interacts with) LENG1",,"0.55346053692582"
"undirected",,"interacts with","RTN3 (interacts with) WDR81","false","interacts with","RTN3 (interacts with) WDR81",,"0.538607292190248"
"undirected",,"interacts with","B4GALT5 (interacts with) MAD2L2","false","interacts with","B4GALT5 (interacts with) MAD2L2",,"0.526623230064045"
"undirected",,"interacts with","ELOB (interacts with) LENG1","false","interacts with","ELOB (interacts with) LENG1",,"0.558966045036169"
"undirected",,"interacts with","ACSS1 (interacts with) GALC","false","interacts with","ACSS1 (interacts with) GALC",,"0.520871400436854"
"undirected",,"interacts with","MAN1A1 (interacts with) NDUFB7","false","interacts with","MAN1A1 (interacts with) NDUFB7",,"0.523664298031078"
"undirected",,"interacts with","BICRAL (interacts with) SZRD1","false","interacts with","BICRAL (interacts with) SZRD1",,"0.538602844627892"
"undirected",,"interacts with","TECR (interacts with) TRAM1","false","interacts with","TECR (interacts with) TRAM1",,"0.526619845304126"
"undirected",,"interacts with","B4GALT5 (interacts with) MOV10","false","interacts with","B4GALT5 (interacts with) MOV10",,"0.538602763144431"
"undirected",,"interacts with","NFE2L1 (interacts with) ZNF513","false","interacts with","NFE2L1 (interacts with) ZNF513",,"0.549087720129323"
"undirected",,"interacts with","EML2 (interacts with) MOV10","false","interacts with","EML2 (interacts with) MOV10",,"0.50177227225343"
"undirected",,"interacts with","B4GALT5 (interacts with) GLO1","false","interacts with","B4GALT5 (interacts with) GLO1",,"0.50448434419139"
"undirected",,"interacts with","MMP23B (interacts with) TM2D2","false","interacts with","MMP23B (interacts with) TM2D2",,"0.518041610727182"
"undirected",,"interacts with","EML2-AS1 (interacts with) MOAP1","false","interacts with","EML2-AS1 (interacts with) MOAP1",,"0.541929060485644"
"undirected",,"interacts with","LENG1 (interacts with) PRR5L","false","interacts with","LENG1 (interacts with) PRR5L",,"0.541928293521104"
"undirected",,"interacts with","SGSM2 (interacts with) WSB2","false","interacts with","SGSM2 (interacts with) WSB2",,"0.545386618909655"
"undirected",,"interacts with","C12orf73 (interacts with) TRAM1","false","interacts with","C12orf73 (interacts with) TRAM1",,"0.520862075134737"
"undirected",,"interacts with","SZRD1 (interacts with) WDR13","false","interacts with","SZRD1 (interacts with) WDR13",,"0.53859836186867"
"undirected",,"interacts with","COMMD7 (interacts with) MRPS23","false","interacts with","COMMD7 (interacts with) MRPS23",,"0.549081654197217"
"undirected",,"interacts with","DNAJC1 (interacts with) RGS3","false","interacts with","DNAJC1 (interacts with) RGS3",,"0.501768683511053"
"undirected",,"interacts with","GIPC1 (interacts with) MAPKAPK3","false","interacts with","GIPC1 (interacts with) MAPKAPK3",,"0.520858317858209"
"undirected",,"interacts with","ARPC5L (interacts with) ELF4","false","interacts with","ARPC5L (interacts with) ELF4",,"0.545378706960524"
"undirected",,"interacts with","CERT1 (interacts with) EMP3","false","interacts with","CERT1 (interacts with) EMP3",,"0.523656866100044"
"undirected",,"interacts with","POLR2J (interacts with) TRGC2","false","interacts with","POLR2J (interacts with) TRGC2",,"0.526611143805962"
"undirected",,"interacts with","ELP6 (interacts with) ZEB2","false","interacts with","ELP6 (interacts with) ZEB2",,"0.541921825083108"
"undirected",,"interacts with","CDS2 (interacts with) TCF3","false","interacts with","CDS2 (interacts with) TCF3",,"0.523654184118543"
"undirected",,"interacts with","ATP5MC3 (interacts with) SLC46A3","false","interacts with","ATP5MC3 (interacts with) SLC46A3",,"0.529563122345633"
"undirected",,"interacts with","FCRL6 (interacts with) WDR81","false","interacts with","FCRL6 (interacts with) WDR81",,"0.569146749625307"
"undirected",,"interacts with","NFE2L1 (interacts with) ZEB2","false","interacts with","NFE2L1 (interacts with) ZEB2",,"0.553436994464749"
"undirected",,"interacts with","PSKH1 (interacts with) SLAMF7","false","interacts with","PSKH1 (interacts with) SLAMF7",,"0.54907842989827"
"undirected",,"interacts with","TMED9 (interacts with) WSB2","false","interacts with","TMED9 (interacts with) WSB2",,"0.545374543289248"
"undirected",,"interacts with","CDS2 (interacts with) SLC39A11","false","interacts with","CDS2 (interacts with) SLC39A11",,"0.541913295944027"
"undirected",,"interacts with","ESRP2 (interacts with) FGR","false","interacts with","ESRP2 (interacts with) FGR",,"0.569143931194764"
"undirected",,"interacts with","ING4 (interacts with) LENG1","false","interacts with","ING4 (interacts with) LENG1",,"0.520855129082169"
"undirected",,"interacts with","CSK (interacts with) KLHDC3","false","interacts with","CSK (interacts with) KLHDC3",,"0.532557895684704"
"undirected",,"interacts with","RTN3 (interacts with) SMAD2","false","interacts with","RTN3 (interacts with) SMAD2",,"0.538588375622352"
"undirected",,"interacts with","KIR3DX1 (interacts with) VOPP1","false","interacts with","KIR3DX1 (interacts with) VOPP1",,"0.54907752871286"
"undirected",,"interacts with","CMC1 (interacts with) MFSD5","false","interacts with","CMC1 (interacts with) MFSD5",,"0.54191111140668"
"undirected",,"interacts with","EIF4G3 (interacts with) IGF2R","false","interacts with","EIF4G3 (interacts with) IGF2R",,"0.523649353579216"
"undirected",,"interacts with","AGO4 (interacts with) CDV3","false","interacts with","AGO4 (interacts with) CDV3",,"0.520854896754761"
"undirected",,"interacts with","GSTP1 (interacts with) RASGEF1A","false","interacts with","GSTP1 (interacts with) RASGEF1A",,"0.532556454278596"
"undirected",,"interacts with","CAST (interacts with) IGF2R","false","interacts with","CAST (interacts with) IGF2R",,"0.512387772194669"
"undirected",,"interacts with","AZIN1 (interacts with) TADA3","false","interacts with","AZIN1 (interacts with) TADA3",,"0.520845997364742"
"undirected",,"interacts with","CDS2 (interacts with) EML2","false","interacts with","CDS2 (interacts with) EML2",,"0.535551373012316"
"undirected",,"interacts with","EMC10 (interacts with) SRP9","false","interacts with","EMC10 (interacts with) SRP9",,"0.509778961193238"
"undirected",,"interacts with","COPS9 (interacts with) PSKH1","false","interacts with","COPS9 (interacts with) PSKH1",,"0.549074615488985"
"undirected",,"interacts with","VOPP1 (interacts with) WDR81","false","interacts with","VOPP1 (interacts with) WDR81",,"0.549072604099013"
"undirected",,"interacts with","CERT1 (interacts with) MSC","false","interacts with","CERT1 (interacts with) MSC",,"0.526594234659242"
"undirected",,"interacts with","BSG (interacts with) VOPP1","false","interacts with","BSG (interacts with) VOPP1",,"0.545367800646384"
"undirected",,"interacts with","DUSP22 (interacts with) SUSD1","false","interacts with","DUSP22 (interacts with) SUSD1",,"0.50446829885649"
"undirected",,"interacts with","AGO4 (interacts with) MRGBP","false","interacts with","AGO4 (interacts with) MRGBP",,"0.553419475247663"
"undirected",,"interacts with","C12orf73 (interacts with) CNPY3","false","interacts with","C12orf73 (interacts with) CNPY3",,"0.520842215778998"
"undirected",,"interacts with","PSKH1 (interacts with) TRGC2","false","interacts with","PSKH1 (interacts with) TRGC2",,"0.549070302472277"
"undirected",,"interacts with","ILRUN (interacts with) RGL4","false","interacts with","ILRUN (interacts with) RGL4",,"0.532544799131281"
"undirected",,"interacts with","BEX4 (interacts with) LPAR6","false","interacts with","BEX4 (interacts with) LPAR6",,"0.535535135861315"
"undirected",,"interacts with","DNAJB6 (interacts with) DNAJC1","false","interacts with","DNAJB6 (interacts with) DNAJC1",,"0.54906732377547"
"undirected",,"interacts with","DNAJC1 (interacts with) PDLIM1","false","interacts with","DNAJC1 (interacts with) PDLIM1",,"0.501748598487094"
"undirected",,"interacts with","TECR (interacts with) ZNF274","false","interacts with","TECR (interacts with) ZNF274",,"0.541897253120807"
"undirected",,"interacts with","AZIN1 (interacts with) TRGV8","false","interacts with","AZIN1 (interacts with) TRGV8",,"0.515255118881996"
"undirected",,"interacts with","VOPP1 (interacts with) ZNF80","false","interacts with","VOPP1 (interacts with) ZNF80",,"0.545363701772951"
"undirected",,"interacts with","NTAN1 (interacts with) TRAM1","false","interacts with","NTAN1 (interacts with) TRAM1",,"0.515255067222614"
"undirected",,"interacts with","SMAD2 (interacts with) UBE2L3","false","interacts with","SMAD2 (interacts with) UBE2L3",,"0.512377400793418"
"undirected",,"interacts with","LRRC14 (interacts with) POLR2J","false","interacts with","LRRC14 (interacts with) POLR2J",,"0.52363519529011"
"undirected",,"interacts with","NPM1 (interacts with) RGL4","false","interacts with","NPM1 (interacts with) RGL4",,"0.553415423154528"
"undirected",,"interacts with","EML2-AS1 (interacts with) SMAD2","false","interacts with","EML2-AS1 (interacts with) SMAD2",,"0.535533210825591"
"undirected",,"interacts with","COPS9 (interacts with) FCRL6","false","interacts with","COPS9 (interacts with) FCRL6",,"0.515254856841064"
"undirected",,"interacts with","PTMS (interacts with) SUSD1","false","interacts with","PTMS (interacts with) SUSD1",,"0.532537296812726"
"undirected",,"interacts with","DNAJC1 (interacts with) HMGN4","false","interacts with","DNAJC1 (interacts with) HMGN4",,"0.512376060064012"
"undirected",,"interacts with","GZMM (interacts with) RASSF1","false","interacts with","GZMM (interacts with) RASSF1",,"0.509772113899396"
"undirected",,"interacts with","EOMES (interacts with) WDR81","false","interacts with","EOMES (interacts with) WDR81",,"0.507077924349417"
"undirected",,"interacts with","MAPKAPK3 (interacts with) RNF5","false","interacts with","MAPKAPK3 (interacts with) RNF5",,"0.532536649418216"
"undirected",,"interacts with","EOMES (interacts with) MEX3C","false","interacts with","EOMES (interacts with) MEX3C",,"0.512370290916764"
"undirected",,"interacts with","EMC10 (interacts with) GLO1","false","interacts with","EMC10 (interacts with) GLO1",,"0.529538691101118"
"undirected",,"interacts with","RAB37 (interacts with) SFPQ","false","interacts with","RAB37 (interacts with) SFPQ",,"0.541886722423821"
"undirected",,"interacts with","ACTN4 (interacts with) ZNF274","false","interacts with","ACTN4 (interacts with) ZNF274",,"0.553406464201447"
"undirected",,"interacts with","SNX17 (interacts with) ZNF362","false","interacts with","SNX17 (interacts with) ZNF362",,"0.558861836855551"
"undirected",,"interacts with","AZIN1 (interacts with) LENG1","false","interacts with","AZIN1 (interacts with) LENG1",,"0.518007402747361"
"undirected",,"interacts with","POLR2J (interacts with) TMED9","false","interacts with","POLR2J (interacts with) TMED9",,"0.529537581789552"
"undirected",,"interacts with","AGO4 (interacts with) MRPS23","false","interacts with","AGO4 (interacts with) MRPS23",,"0.55340599080052"
"undirected",,"interacts with","ELOB (interacts with) EML2","false","interacts with","ELOB (interacts with) EML2",,"0.532528498182807"
"undirected",,"interacts with","ARMCX6 (interacts with) TMUB2","false","interacts with","ARMCX6 (interacts with) TMUB2",,"0.518005150912454"
"undirected",,"interacts with","ESRP2 (interacts with) PPP1CC","false","interacts with","ESRP2 (interacts with) PPP1CC",,"0.558858705649711"
"undirected",,"interacts with","CAST (interacts with) SUSD1","false","interacts with","CAST (interacts with) SUSD1",,"0.501739192718731"
"undirected",,"interacts with","CASP4 (interacts with) PLEKHJ1","false","interacts with","CASP4 (interacts with) PLEKHJ1",,"0.523624452643139"
"undirected",,"interacts with","ATP5MC3 (interacts with) RAB37","false","interacts with","ATP5MC3 (interacts with) RAB37",,"0.532527964989616"
"undirected",,"interacts with","RGS3 (interacts with) WDR81","false","interacts with","RGS3 (interacts with) WDR81",,"0.532527034380277"
"undirected",,"interacts with","GSTP1 (interacts with) RNF5","false","interacts with","GSTP1 (interacts with) RNF5",,"0.504456707976316"
"undirected",,"interacts with","CALHM2 (interacts with) MRPL20-AS1","false","interacts with","CALHM2 (interacts with) MRPL20-AS1",,"0.507070725155312"
"undirected",,"interacts with","SUSD1 (interacts with) ZDHHC20","false","interacts with","SUSD1 (interacts with) ZDHHC20",,"0.523623806095941"
"undirected",,"interacts with","LARP4B (interacts with) TCF7","false","interacts with","LARP4B (interacts with) TCF7",,"0.529533447913282"
"undirected",,"interacts with","COMMD7 (interacts with) PRKCB","false","interacts with","COMMD7 (interacts with) PRKCB",,"0.549040997176222"
"undirected",,"interacts with","R3HCC1 (interacts with) TMEM14C","false","interacts with","R3HCC1 (interacts with) TMEM14C",,"0.512360267597333"
"undirected",,"interacts with","ELOB (interacts with) PTPN6","false","interacts with","ELOB (interacts with) PTPN6",,"0.538555316443758"
"undirected",,"interacts with","BRK1 (interacts with) FGR","false","interacts with","BRK1 (interacts with) FGR",,"0.501734042368383"
"undirected",,"interacts with","DNASE2 (interacts with) FBXO6","false","interacts with","DNASE2 (interacts with) FBXO6",,"0.529532813090015"
"undirected",,"interacts with","COTL1 (interacts with) DNAJC1","false","interacts with","COTL1 (interacts with) DNAJC1",,"0.541873534651026"
"undirected",,"interacts with","KAT5 (interacts with) PTPN6","false","interacts with","KAT5 (interacts with) PTPN6",,"0.553393503435796"
"undirected",,"interacts with","ACTN4 (interacts with) C12orf75","false","interacts with","ACTN4 (interacts with) C12orf75",,"0.558855637299639"
"undirected",,"interacts with","CMC1 (interacts with) RRAS2","false","interacts with","CMC1 (interacts with) RRAS2",,"0.535517338617354"
"undirected",,"interacts with","DNASE2 (interacts with) EML2-AS1","false","interacts with","DNASE2 (interacts with) EML2-AS1",,"0.517998020368745"
"undirected",,"interacts with","EXTL3 (interacts with) UBE2L3","false","interacts with","EXTL3 (interacts with) UBE2L3",,"0.507065458129288"
"undirected",,"interacts with","AKR1B1 (interacts with) ZNF513","false","interacts with","AKR1B1 (interacts with) ZNF513",,"0.541873075076129"
"undirected",,"interacts with","ILRUN (interacts with) SNX17","false","interacts with","ILRUN (interacts with) SNX17",,"0.520826485143666"
"undirected",,"interacts with","KAT5 (interacts with) PDLIM1","false","interacts with","KAT5 (interacts with) PDLIM1",,"0.549035227509245"
"undirected",,"interacts with","SSH1 (interacts with) TMUB2","false","interacts with","SSH1 (interacts with) TMUB2",,"0.523616034393605"
"undirected",,"interacts with","CMC1 (interacts with) RNF5","false","interacts with","CMC1 (interacts with) RNF5",,"0.504452002771864"
"undirected",,"interacts with","CASP4 (interacts with) LAMTOR4","false","interacts with","CASP4 (interacts with) LAMTOR4",,"0.538551818941284"
"undirected",,"interacts with","LENG1 (interacts with) NDUFB7","false","interacts with","LENG1 (interacts with) NDUFB7",,"0.541862970886178"
"undirected",,"interacts with","CDKN2AIPNL (interacts with) MAD2L2","false","interacts with","CDKN2AIPNL (interacts with) MAD2L2",,"0.517989095279025"
"undirected",,"interacts with","PTMS (interacts with) TECR","false","interacts with","PTMS (interacts with) TECR",,"0.549033156979755"
"undirected",,"interacts with","UBE2E3 (interacts with) WDR81","false","interacts with","UBE2E3 (interacts with) WDR81",,"0.558830645403418"
"undirected",,"interacts with","TCF7 (interacts with) TRAM1","false","interacts with","TCF7 (interacts with) TRAM1",,"0.532508966350391"
"undirected",,"interacts with","PLEKHJ1 (interacts with) WSB2","false","interacts with","PLEKHJ1 (interacts with) WSB2",,"0.56882580905315"
"undirected",,"interacts with","FGR (interacts with) PSMD8","false","interacts with","FGR (interacts with) PSMD8",,"0.545322775816181"
"undirected",,"interacts with","CCDC92 (interacts with) TRGV8","false","interacts with","CCDC92 (interacts with) TRGV8",,"0.52360449810203"
"undirected",,"interacts with","MEX3C (interacts with) VAV3","false","interacts with","MEX3C (interacts with) VAV3",,"0.541853877907911"
"undirected",,"interacts with","AKR1B1 (interacts with) TMUB2","false","interacts with","AKR1B1 (interacts with) TMUB2",,"0.523599965939013"
"undirected",,"interacts with","LPAR6 (interacts with) PLEKHJ1","false","interacts with","LPAR6 (interacts with) PLEKHJ1",,"0.558806979794994"
"undirected",,"interacts with","PDLIM1 (interacts with) PTPN6","false","interacts with","PDLIM1 (interacts with) PTPN6",,"0.541853785359052"
"undirected",,"interacts with","DOCK9 (interacts with) SSH1","false","interacts with","DOCK9 (interacts with) SSH1",,"0.512346228821872"
"undirected",,"interacts with","COMMD8 (interacts with) TRGC2","false","interacts with","COMMD8 (interacts with) TRGC2",,"0.54185254080161"
"undirected",,"interacts with","BAD (interacts with) SLC66A3","false","interacts with","BAD (interacts with) SLC66A3",,"0.509732662945652"
"undirected",,"interacts with","ASAH1 (interacts with) DNAJC1","false","interacts with","ASAH1 (interacts with) DNAJC1",,"0.529511514031934"
"undirected",,"interacts with","CDKN2AIPNL (interacts with) TADA3","false","interacts with","CDKN2AIPNL (interacts with) TADA3",,"0.541851856520863"
"undirected",,"interacts with","DNAJB6 (interacts with) FGR","false","interacts with","DNAJB6 (interacts with) FGR",,"0.529510631719082"
"undirected",,"interacts with","TECR (interacts with) TMUB2","false","interacts with","TECR (interacts with) TMUB2",,"0.545313804168718"
"undirected",,"interacts with","HMGN4 (interacts with) KAT5","false","interacts with","HMGN4 (interacts with) KAT5",,"0.553351658973939"
"undirected",,"interacts with","ELOB (interacts with) FBXO6","false","interacts with","ELOB (interacts with) FBXO6",,"0.520816603352064"
"undirected",,"interacts with","ATP5MC3 (interacts with) MSC","false","interacts with","ATP5MC3 (interacts with) MSC",,"0.515211467080025"
"undirected",,"interacts with","MOAP1 (interacts with) WDR81","false","interacts with","MOAP1 (interacts with) WDR81",,"0.549024089528234"
"undirected",,"interacts with","DNAJC1 (interacts with) UBE2E3","false","interacts with","DNAJC1 (interacts with) UBE2E3",,"0.568758448891859"
"undirected",,"interacts with","RASGEF1A (interacts with) SERPINB6","false","interacts with","RASGEF1A (interacts with) SERPINB6",,"0.532494673845489"
"undirected",,"interacts with","MOB1A (interacts with) NOP14-AS1","false","interacts with","MOB1A (interacts with) NOP14-AS1",,"0.541843231787934"
"undirected",,"interacts with","GLO1 (interacts with) MYDGF","false","interacts with","GLO1 (interacts with) MYDGF",,"0.520809685362586"
"undirected",,"interacts with","PSMD8 (interacts with) VAV3","false","interacts with","PSMD8 (interacts with) VAV3",,"0.553337992181647"
"undirected",,"interacts with","H6PD (interacts with) WDR46","false","interacts with","H6PD (interacts with) WDR46",,"0.526551539207146"
"undirected",,"interacts with","PJA2 (interacts with) PPIA","false","interacts with","PJA2 (interacts with) PPIA",,"0.517969084530596"
"undirected",,"interacts with","ELP6 (interacts with) PTMS","false","interacts with","ELP6 (interacts with) PTMS",,"0.545297405255941"
"undirected",,"interacts with","MXD4 (interacts with) OSBPL5","false","interacts with","MXD4 (interacts with) OSBPL5",,"0.538530894797254"
"undirected",,"interacts with","TECR (interacts with) TM2D2","false","interacts with","TECR (interacts with) TM2D2",,"0.545295631511262"
"undirected",,"interacts with","FCRL6 (interacts with) ZNF80","false","interacts with","FCRL6 (interacts with) ZNF80",,"0.568717177914176"
"undirected",,"interacts with","RNF5 (interacts with) TM9SF2","false","interacts with","RNF5 (interacts with) TM9SF2",,"0.535478344999584"
"undirected",,"interacts with","NPM1 (interacts with) SNX17","false","interacts with","NPM1 (interacts with) SNX17",,"0.558777996573656"
"undirected",,"interacts with","EML2-AS1 (interacts with) MAN1A1","false","interacts with","EML2-AS1 (interacts with) MAN1A1",,"0.553327947393428"
"undirected",,"interacts with","COMMD8 (interacts with) TRGV8","false","interacts with","COMMD8 (interacts with) TRGV8",,"0.549007342957662"
"undirected",,"interacts with","AKR1B1 (interacts with) ZC3H12D","false","interacts with","AKR1B1 (interacts with) ZC3H12D",,"0.53547763897287"
"undirected",,"interacts with","PRR5L (interacts with) ZNF80","false","interacts with","PRR5L (interacts with) ZNF80",,"0.526548445516312"
"undirected",,"interacts with","MRPS23 (interacts with) TECR","false","interacts with","MRPS23 (interacts with) TECR",,"0.553327266015895"
"undirected",,"interacts with","LPAR6 (interacts with) UBE2L3","false","interacts with","LPAR6 (interacts with) UBE2L3",,"0.541835713123447"
"undirected",,"interacts with","B4GALT5 (interacts with) MYDGF","false","interacts with","B4GALT5 (interacts with) MYDGF",,"0.526546378934383"
