"direction","fromAltName","interaction","name","selected","shared interaction","shared name","toAltName","weight"
"undirected",,"interacts with","ADRB2 (interacts with) AP2B1","false","interacts with","ADRB2 (interacts with) AP2B1",,"0.546064018025759"
"undirected",,"interacts with","POP4 (interacts with) QTRT1","false","interacts with","POP4 (interacts with) QTRT1",,"0.577962878922891"
"undirected",,"interacts with","HP1BP3 (interacts with) POLR1C","false","interacts with","HP1BP3 (interacts with) POLR1C",,"0.510325161875211"
"undirected",,"interacts with","SLC7A6OS (interacts with) TSN","false","interacts with","SLC7A6OS (interacts with) TSN",,"0.546060398326931"
"undirected",,"interacts with","LAMTOR1 (interacts with) TRIM41","false","interacts with","LAMTOR1 (interacts with) TRIM41",,"0.546060381699451"
"undirected",,"interacts with","CAPNS1 (interacts with) RAP1A","false","interacts with","CAPNS1 (interacts with) RAP1A",,"0.533108951097258"
"undirected",,"interacts with","CTSC (interacts with) TNFRSF10B","false","interacts with","CTSC (interacts with) TNFRSF10B",,"0.546057204229808"
"undirected",,"interacts with","POP4 (interacts with) TFEB","false","interacts with","POP4 (interacts with) TFEB",,"0.533102650272423"
"undirected",,"interacts with","ANXA6 (interacts with) WSB1","false","interacts with","ANXA6 (interacts with) WSB1",,"0.577679315505605"
"undirected",,"interacts with","POLR2G (interacts with) RPN2","false","interacts with","POLR2G (interacts with) RPN2",,"0.510317571516359"
"undirected",,"interacts with","ANXA6 (interacts with) B2M","false","interacts with","ANXA6 (interacts with) B2M",,"0.577457853426896"
"undirected",,"interacts with","SH3KBP1 (interacts with) TMEM129","false","interacts with","SH3KBP1 (interacts with) TMEM129",,"0.533100014348812"
"undirected",,"interacts with","ANXA6 (interacts with) FAM117A","false","interacts with","ANXA6 (interacts with) FAM117A",,"0.577444179143219"
"undirected",,"interacts with","KIAA2013 (interacts with) PBXIP1","false","interacts with","KIAA2013 (interacts with) PBXIP1",,"0.546052984446281"
"undirected",,"interacts with","GLTP (interacts with) QTRT1","false","interacts with","GLTP (interacts with) QTRT1",,"0.57734916828474"
"undirected",,"interacts with","AP3S1 (interacts with) POLR2G","false","interacts with","AP3S1 (interacts with) POLR2G",,"0.546051267011733"
"undirected",,"interacts with","LINC02481 (interacts with) NMUR1","false","interacts with","LINC02481 (interacts with) NMUR1",,"0.521382514540545"
"undirected",,"interacts with","G6PC3 (interacts with) OASL","false","interacts with","G6PC3 (interacts with) OASL",,"0.546050437689218"
"undirected",,"interacts with","ANXA6 (interacts with) PDZD11","false","interacts with","ANXA6 (interacts with) PDZD11",,"0.5772900967693"
"undirected",,"interacts with","ABCF1 (interacts with) S100A6","false","interacts with","ABCF1 (interacts with) S100A6",,"0.533097857094757"
"undirected",,"interacts with","GNB1 (interacts with) LGALS1","false","interacts with","GNB1 (interacts with) LGALS1",,"0.546046825192791"
"undirected",,"interacts with","ANXA6 (interacts with) RTL6","false","interacts with","ANXA6 (interacts with) RTL6",,"0.57724392673771"
"undirected",,"interacts with","ARHGAP12 (interacts with) GBA","false","interacts with","ARHGAP12 (interacts with) GBA",,"0.546045753896853"
"undirected",,"interacts with","CAP1 (interacts with) SLFN13","false","interacts with","CAP1 (interacts with) SLFN13",,"0.52137248120041"
"undirected",,"interacts with","ANXA6 (interacts with) NCR1","false","interacts with","ANXA6 (interacts with) NCR1",,"0.576980967201531"
"undirected",,"interacts with","IFI27L2 (interacts with) TPM3","false","interacts with","IFI27L2 (interacts with) TPM3",,"0.546043498542721"
"undirected",,"interacts with","B2M (interacts with) CAPNS1","false","interacts with","B2M (interacts with) CAPNS1",,"0.576955342065886"
"undirected",,"interacts with","CYB561D1 (interacts with) PSAP","false","interacts with","CYB561D1 (interacts with) PSAP",,"0.546039171696203"
"undirected",,"interacts with","PTPN18 (interacts with) QTRT1","false","interacts with","PTPN18 (interacts with) QTRT1",,"0.576921777689171"
"undirected",,"interacts with","LPGAT1 (interacts with) VPS45","false","interacts with","LPGAT1 (interacts with) VPS45",,"0.510306103721975"
"undirected",,"interacts with","ABHD17A (interacts with) ANXA6","false","interacts with","ABHD17A (interacts with) ANXA6",,"0.576875138430367"
"undirected",,"interacts with","LPGAT1 (interacts with) NCR1","false","interacts with","LPGAT1 (interacts with) NCR1",,"0.533090617296549"
"undirected",,"interacts with","TMEM30A (interacts with) TTC3","false","interacts with","TMEM30A (interacts with) TTC3",,"0.521364197927393"
"undirected",,"interacts with","GET3 (interacts with) GLTP","false","interacts with","GET3 (interacts with) GLTP",,"0.576757831265788"
"undirected",,"interacts with","DLG5 (interacts with) THBS3","false","interacts with","DLG5 (interacts with) THBS3",,"0.533090333178376"
"undirected",,"interacts with","NKRF (interacts with) SH3KBP1","false","interacts with","NKRF (interacts with) SH3KBP1",,"0.54603200434003"
"undirected",,"interacts with","CAPNS1 (interacts with) RTL6","false","interacts with","CAPNS1 (interacts with) RTL6",,"0.576729738862429"
"undirected",,"interacts with","ITGB2 (interacts with) VPS45","false","interacts with","ITGB2 (interacts with) VPS45",,"0.521363037860391"
"undirected",,"interacts with","CAPNS1 (interacts with) NCR1","false","interacts with","CAPNS1 (interacts with) NCR1",,"0.57665595532932"
"undirected",,"interacts with","AP2S1 (interacts with) STARD7","false","interacts with","AP2S1 (interacts with) STARD7",,"0.533089519851944"
"undirected",,"interacts with","CAPNS1 (interacts with) FAM117A","false","interacts with","CAPNS1 (interacts with) FAM117A",,"0.576529135622517"
"undirected",,"interacts with","FOXO4 (interacts with) LAMP2","false","interacts with","FOXO4 (interacts with) LAMP2",,"0.521360988518196"
"undirected",,"interacts with","PAG1 (interacts with) RAB5B","false","interacts with","PAG1 (interacts with) RAB5B",,"0.533086944265546"
"undirected",,"interacts with","HPS3 (interacts with) NAT9","false","interacts with","HPS3 (interacts with) NAT9",,"0.546024939348021"
"undirected",,"interacts with","LAMP2 (interacts with) MBP","false","interacts with","LAMP2 (interacts with) MBP",,"0.51030046995204"
"undirected",,"interacts with","B2M (interacts with) GLTP","false","interacts with","B2M (interacts with) GLTP",,"0.5764655459708"
"undirected",,"interacts with","CHPF2 (interacts with) LINC00528","false","interacts with","CHPF2 (interacts with) LINC00528",,"0.533086598856538"
"undirected",,"interacts with","ANXA6 (interacts with) GET3","false","interacts with","ANXA6 (interacts with) GET3",,"0.576371348384255"
"undirected",,"interacts with","CCNH (interacts with) ELOF1","false","interacts with","CCNH (interacts with) ELOF1",,"0.521358758257379"
"undirected",,"interacts with","ANXA6 (interacts with) FHIP1B","false","interacts with","ANXA6 (interacts with) FHIP1B",,"0.576333345532129"
"undirected",,"interacts with","DDX60L (interacts with) SRP14","false","interacts with","DDX60L (interacts with) SRP14",,"0.546018959341544"
"undirected",,"interacts with","PDE7A (interacts with) THAP12","false","interacts with","PDE7A (interacts with) THAP12",,"0.533084188094607"
"undirected",,"interacts with","GLTP (interacts with) NCR1","false","interacts with","GLTP (interacts with) NCR1",,"0.576168936758912"
"undirected",,"interacts with","QTRT1 (interacts with) WSB1","false","interacts with","QTRT1 (interacts with) WSB1",,"0.5761617174381"
"undirected",,"interacts with","CAPNS1 (interacts with) POP4","false","interacts with","CAPNS1 (interacts with) POP4",,"0.576155378369426"
"undirected",,"interacts with","HIVEP3 (interacts with) MRPS11","false","interacts with","HIVEP3 (interacts with) MRPS11",,"0.510296178441137"
"undirected",,"interacts with","CAPNS1 (interacts with) WSB1","false","interacts with","CAPNS1 (interacts with) WSB1",,"0.576130120269529"
"undirected",,"interacts with","S100A6 (interacts with) WSB1","false","interacts with","S100A6 (interacts with) WSB1",,"0.533071953009922"
"undirected",,"interacts with","TTC3 (interacts with) UBE2N","false","interacts with","TTC3 (interacts with) UBE2N",,"0.546012176230276"
"undirected",,"interacts with","ANXA6 (interacts with) RPS6KA1","false","interacts with","ANXA6 (interacts with) RPS6KA1",,"0.576110788358765"
"undirected",,"interacts with","FHIP1B (interacts with) GZMB","false","interacts with","FHIP1B (interacts with) GZMB",,"0.521352336680401"
"undirected",,"interacts with","ABCF1 (interacts with) YY1","false","interacts with","ABCF1 (interacts with) YY1",,"0.510290895684332"
"undirected",,"interacts with","AKAP1 (interacts with) PIP5K1C","false","interacts with","AKAP1 (interacts with) PIP5K1C",,"0.533070840646805"
"undirected",,"interacts with","CAPNS1 (interacts with) QTRT1","false","interacts with","CAPNS1 (interacts with) QTRT1",,"0.576067804319997"
"undirected",,"interacts with","RBM39 (interacts with) UBE2B","false","interacts with","RBM39 (interacts with) UBE2B",,"0.521351918242802"
"undirected",,"interacts with","MEGF9 (interacts with) OSER1","false","interacts with","MEGF9 (interacts with) OSER1",,"0.521351483513605"
"undirected",,"interacts with","G6PC3 (interacts with) GBA","false","interacts with","G6PC3 (interacts with) GBA",,"0.546006943031971"
"undirected",,"interacts with","RPS6KA1 (interacts with) SCP2","false","interacts with","RPS6KA1 (interacts with) SCP2",,"0.575997858822735"
"undirected",,"interacts with","TPST2 (interacts with) VPS45","false","interacts with","TPST2 (interacts with) VPS45",,"0.546006318683818"
"undirected",,"interacts with","GLTP (interacts with) VAMP7","false","interacts with","GLTP (interacts with) VAMP7",,"0.575940025233941"
"undirected",,"interacts with","MEGF9 (interacts with) PPIB","false","interacts with","MEGF9 (interacts with) PPIB",,"0.546006181130893"
"undirected",,"interacts with","GLTP (interacts with) RTL6","false","interacts with","GLTP (interacts with) RTL6",,"0.575911451598796"
"undirected",,"interacts with","ARHGAP12 (interacts with) SLFN13","false","interacts with","ARHGAP12 (interacts with) SLFN13",,"0.546006070073864"
"undirected",,"interacts with","CENPB (interacts with) UBL4A","false","interacts with","CENPB (interacts with) UBL4A",,"0.54600537951761"
"undirected",,"interacts with","GLTP (interacts with) PGAM1","false","interacts with","GLTP (interacts with) PGAM1",,"0.575828251709477"
"undirected",,"interacts with","LPGAT1 (interacts with) RPF1","false","interacts with","LPGAT1 (interacts with) RPF1",,"0.546003946951411"
"undirected",,"interacts with","CST7 (interacts with) FHIP1B","false","interacts with","CST7 (interacts with) FHIP1B",,"0.575608977189528"
"undirected",,"interacts with","FAM117A (interacts with) GLTP","false","interacts with","FAM117A (interacts with) GLTP",,"0.575524443418794"
"undirected",,"interacts with","BZW1 (interacts with) TRAV13-1","false","interacts with","BZW1 (interacts with) TRAV13-1",,"0.546000971979457"
"undirected",,"interacts with","MBP (interacts with) SMIM29","false","interacts with","MBP (interacts with) SMIM29",,"0.521340511425779"
"undirected",,"interacts with","CD81 (interacts with) TMEM129","false","interacts with","CD81 (interacts with) TMEM129",,"0.521338050183012"
"undirected",,"interacts with","ANXA6 (interacts with) PGPEP1","false","interacts with","ANXA6 (interacts with) PGPEP1",,"0.575477208150665"
"undirected",,"interacts with","LYN (interacts with) PLEK","false","interacts with","LYN (interacts with) PLEK",,"0.545995356075316"
"undirected",,"interacts with","NCR1 (interacts with) SRI","false","interacts with","NCR1 (interacts with) SRI",,"0.545995100940522"
"undirected",,"interacts with","ANXA2 (interacts with) RTL6","false","interacts with","ANXA2 (interacts with) RTL6",,"0.510272094433814"
"undirected",,"interacts with","FOXO4 (interacts with) LPGAT1","false","interacts with","FOXO4 (interacts with) LPGAT1",,"0.575437684350559"
"undirected",,"interacts with","CAPNS1 (interacts with) GLTP","false","interacts with","CAPNS1 (interacts with) GLTP",,"0.575316199895859"
"undirected",,"interacts with","CAPNS1 (interacts with) PTPN18","false","interacts with","CAPNS1 (interacts with) PTPN18",,"0.575246955076832"
"undirected",,"interacts with","EMC4 (interacts with) GZMB","false","interacts with","EMC4 (interacts with) GZMB",,"0.545991821457272"
"undirected",,"interacts with","EFHD2 (interacts with) LCP1","false","interacts with","EFHD2 (interacts with) LCP1",,"0.521331201170158"
"undirected",,"interacts with","LAMP2 (interacts with) TNFRSF10B","false","interacts with","LAMP2 (interacts with) TNFRSF10B",,"0.510270549792974"
"undirected",,"interacts with","CTNNA1 (interacts with) MRRF","false","interacts with","CTNNA1 (interacts with) MRRF",,"0.545990312757417"
"undirected",,"interacts with","B2M (interacts with) QTRT1","false","interacts with","B2M (interacts with) QTRT1",,"0.575201132985495"
"undirected",,"interacts with","CMKLR1 (interacts with) LAMTOR1","false","interacts with","CMKLR1 (interacts with) LAMTOR1",,"0.533045941870658"
"undirected",,"interacts with","CTNNA1 (interacts with) MBP","false","interacts with","CTNNA1 (interacts with) MBP",,"0.521329123134117"
"undirected",,"interacts with","APEX1 (interacts with) QTRT1","false","interacts with","APEX1 (interacts with) QTRT1",,"0.575173877121055"
"undirected",,"interacts with","MRRF (interacts with) PIP5K1C","false","interacts with","MRRF (interacts with) PIP5K1C",,"0.533044883580264"
"undirected",,"interacts with","QTRT1 (interacts with) RTL6","false","interacts with","QTRT1 (interacts with) RTL6",,"0.575059395395279"
"undirected",,"interacts with","FAM117A (interacts with) QTRT1","false","interacts with","FAM117A (interacts with) QTRT1",,"0.574984759063208"
"undirected",,"interacts with","EMC4 (interacts with) GALNT1","false","interacts with","EMC4 (interacts with) GALNT1",,"0.545982908720392"
"undirected",,"interacts with","TMEM129 (interacts with) TPRG1L","false","interacts with","TMEM129 (interacts with) TPRG1L",,"0.533041106802815"
"undirected",,"interacts with","CERCAM (interacts with) TMX4","false","interacts with","CERCAM (interacts with) TMX4",,"0.545982827875976"
"undirected",,"interacts with","RPS6KA1 (interacts with) TTC38","false","interacts with","RPS6KA1 (interacts with) TTC38",,"0.574982405452848"
"undirected",,"interacts with","CTNNA1 (interacts with) MARCHF2","false","interacts with","CTNNA1 (interacts with) MARCHF2",,"0.510262250380266"
"undirected",,"interacts with","AKAP1 (interacts with) AP2B1","false","interacts with","AKAP1 (interacts with) AP2B1",,"0.545982152609978"
"undirected",,"interacts with","LYN (interacts with) SSBP4","false","interacts with","LYN (interacts with) SSBP4",,"0.545980799381988"
"undirected",,"interacts with","IFI27L2 (interacts with) RPS6KA1","false","interacts with","IFI27L2 (interacts with) RPS6KA1",,"0.574978762942487"
"undirected",,"interacts with","HNRNPH1 (interacts with) SRRM1","false","interacts with","HNRNPH1 (interacts with) SRRM1",,"0.51026217840579"
"undirected",,"interacts with","DUSP12 (interacts with) GBA","false","interacts with","DUSP12 (interacts with) GBA",,"0.574955371848065"
"undirected",,"interacts with","LPGAT1 (interacts with) WHRN","false","interacts with","LPGAT1 (interacts with) WHRN",,"0.510260392276837"
"undirected",,"interacts with","FHL3 (interacts with) SEPTIN7","false","interacts with","FHL3 (interacts with) SEPTIN7",,"0.521322320872931"
"undirected",,"interacts with","CAPNS1 (interacts with) GET3","false","interacts with","CAPNS1 (interacts with) GET3",,"0.574926034771559"
"undirected",,"interacts with","PTPN18 (interacts with) SLC16A6","false","interacts with","PTPN18 (interacts with) SLC16A6",,"0.545977930168619"
"undirected",,"interacts with","CTSC (interacts with) MEGF9","false","interacts with","CTSC (interacts with) MEGF9",,"0.533031425219194"
"undirected",,"interacts with","FOXO4 (interacts with) LINC00528","false","interacts with","FOXO4 (interacts with) LINC00528",,"0.574853367536014"
"undirected",,"interacts with","PUM3 (interacts with) S100A6","false","interacts with","PUM3 (interacts with) S100A6",,"0.54597447140279"
"undirected",,"interacts with","CST7 (interacts with) PGPEP1","false","interacts with","CST7 (interacts with) PGPEP1",,"0.574788299623647"
"undirected",,"interacts with","B2M (interacts with) HPS3","false","interacts with","B2M (interacts with) HPS3",,"0.521318619169633"
"undirected",,"interacts with","GBA (interacts with) QTRT1","false","interacts with","GBA (interacts with) QTRT1",,"0.574663397352"
"undirected",,"interacts with","PGAM1 (interacts with) RTL6","false","interacts with","PGAM1 (interacts with) RTL6",,"0.574622285941943"
"undirected",,"interacts with","CST7 (interacts with) PSME1","false","interacts with","CST7 (interacts with) PSME1",,"0.545969364552187"
"undirected",,"interacts with","HNRNPH1 (interacts with) TMEM129","false","interacts with","HNRNPH1 (interacts with) TMEM129",,"0.51025639797089"
"undirected",,"interacts with","CMKLR1 (interacts with) SMIM29","false","interacts with","CMKLR1 (interacts with) SMIM29",,"0.521317812618584"
"undirected",,"interacts with","CWC15 (interacts with) QTRT1","false","interacts with","CWC15 (interacts with) QTRT1",,"0.574616187008084"
"undirected",,"interacts with","PIP5K1C (interacts with) TPST2","false","interacts with","PIP5K1C (interacts with) TPST2",,"0.51025634078786"
"undirected",,"interacts with","CTNNA1 (interacts with) SELENOS","false","interacts with","CTNNA1 (interacts with) SELENOS",,"0.533028286164558"
"undirected",,"interacts with","NCR1 (interacts with) QTRT1","false","interacts with","NCR1 (interacts with) QTRT1",,"0.574603529079911"
"undirected",,"interacts with","PDIA6 (interacts with) POMGNT1","false","interacts with","PDIA6 (interacts with) POMGNT1",,"0.521317065255926"
"undirected",,"interacts with","ABCF1 (interacts with) CCNH","false","interacts with","ABCF1 (interacts with) CCNH",,"0.52131616790935"
"undirected",,"interacts with","DUSP12 (interacts with) SLFN13","false","interacts with","DUSP12 (interacts with) SLFN13",,"0.574597757064617"
"undirected",,"interacts with","LINC02481 (interacts with) PRSS23","false","interacts with","LINC02481 (interacts with) PRSS23",,"0.545965995474971"
"undirected",,"interacts with","FAM117A (interacts with) PGAM1","false","interacts with","FAM117A (interacts with) PGAM1",,"0.574545055730721"
"undirected",,"interacts with","TMEM129 (interacts with) TNFRSF10B","false","interacts with","TMEM129 (interacts with) TNFRSF10B",,"0.533026348890469"
"undirected",,"interacts with","DUSP12 (interacts with) FOXO4","false","interacts with","DUSP12 (interacts with) FOXO4",,"0.574499859252453"
"undirected",,"interacts with","POP4 (interacts with) SNRPC","false","interacts with","POP4 (interacts with) SNRPC",,"0.545963427882962"
"undirected",,"interacts with","GPAA1 (interacts with) HPS3","false","interacts with","GPAA1 (interacts with) HPS3",,"0.545961677774784"
"undirected",,"interacts with","FOXO4 (interacts with) SRP14","false","interacts with","FOXO4 (interacts with) SRP14",,"0.574480051088797"
"undirected",,"interacts with","ANXA6 (interacts with) TTC38","false","interacts with","ANXA6 (interacts with) TTC38",,"0.574452822498017"
"undirected",,"interacts with","RALY (interacts with) TPRG1L","false","interacts with","RALY (interacts with) TPRG1L",,"0.521311835335056"
"undirected",,"interacts with","STOM (interacts with) TARS1","false","interacts with","STOM (interacts with) TARS1",,"0.533020722054783"
"undirected",,"interacts with","ANXA6 (interacts with) QTRT1","false","interacts with","ANXA6 (interacts with) QTRT1",,"0.574438811943905"
"undirected",,"interacts with","PSMC3 (interacts with) S100A6","false","interacts with","PSMC3 (interacts with) S100A6",,"0.545957750776437"
"undirected",,"interacts with","LYN (interacts with) OASL","false","interacts with","LYN (interacts with) OASL",,"0.533017888084146"
"undirected",,"interacts with","GNAI2 (interacts with) QTRT1","false","interacts with","GNAI2 (interacts with) QTRT1",,"0.574379936891587"
"undirected",,"interacts with","ELOF1 (interacts with) SNRPC","false","interacts with","ELOF1 (interacts with) SNRPC",,"0.521308659674335"
"undirected",,"interacts with","MRRF (interacts with) PPP1R18","false","interacts with","MRRF (interacts with) PPP1R18",,"0.545956534376408"
"undirected",,"interacts with","DDOST (interacts with) SRP14","false","interacts with","DDOST (interacts with) SRP14",,"0.574265881034618"
"undirected",,"interacts with","ABCF1 (interacts with) LYN","false","interacts with","ABCF1 (interacts with) LYN",,"0.533011543548518"
"undirected",,"interacts with","DLG5 (interacts with) PEPD","false","interacts with","DLG5 (interacts with) PEPD",,"0.545953967511881"
"undirected",,"interacts with","GLTP (interacts with) WSB1","false","interacts with","GLTP (interacts with) WSB1",,"0.574265388199925"
