"","Identity","expr_mean"
"1","Blood_P57",1.20258361364705
"2","Blood_P58",0.77509539957303
"3","Blood_P60",1.18367525450629
"4","Blood_P61",1.1963619945561
"5","Tumor_P57",1.10650595005075
"6","Tumor_P58",0.745909361530179
"7","Tumor_P60",1.070133020685
"8","Tumor_P61",1.09881078436234
