"","Identity","expr_mean"
"1","Blood_P57",0.624185247783692
"2","Blood_P58",0.588757887167219
"3","Blood_P60",0.773723896134089
"4","Blood_P61",0.82936900139708
"5","Tumor_P57",1.05602440631202
"6","Tumor_P58",0.553090983982035
"7","Tumor_P60",0.683177781045565
"8","Tumor_P61",0.538536153718555
