"","Identity","expr_mean"
"1","Blood_P57",0.0305767018692396
"2","Blood_P58",-0.0303079819272551
"3","Blood_P60",0.0709826863592422
"4","Blood_P61",-0.145490160239511
"5","Tumor_P57",0.127922975770687
"6","Tumor_P58",-0.00889391374795638
"7","Tumor_P60",-0.0200188723285091
"8","Tumor_P61",-0.00385810876873448
