"","Identity","expr_mean"
"1","Blood_P57",1.65898077431465
"2","Blood_P58",1.66806681158815
"3","Blood_P60",1.48408313460989
"4","Blood_P61",1.46402113615225
"5","Tumor_P57",1.74273250155438
"6","Tumor_P58",1.53616839838294
"7","Tumor_P60",1.50630595882403
"8","Tumor_P61",1.48656464605022
