"","Identity","expr_mean"
"1","Blood_P57",0.0484857357335143
"2","Blood_P58",-0.0386424720011426
"3","Blood_P60",-0.0213935586993797
"4","Blood_P61",-0.0684971960267529
"5","Tumor_P57",-0.0422983208243953
"6","Tumor_P58",-0.0145467213733986
"7","Tumor_P60",-0.0725229157443021
"8","Tumor_P61",-0.0583483665334549
