"","Identity","expr_mean"
"1","Blood_P57",0.0975624049946785
"2","Blood_P58",0.0296825369421536
"3","Blood_P60",-0.0681095919207085
"4","Blood_P61",-0.0706845239384355
"5","Tumor_P57",-0.206280808583814
"6","Tumor_P58",0.0274492990770198
"7","Tumor_P60",-0.0501575503832399
"8","Tumor_P61",-0.0130483474730028
