"","Identity","expr_mean"
"1","Astrocyte",-0.0745677816054692
"2","B",-0.100463289648013
"3","CD8+_T",-0.0837819400159348
"4","Dendritic_Cell",-0.0720620511298287
"5","Memory_CD4+_T",-0.0605236329160579
"6","Naive_CD4+_T",-0.0941020611610163
"7","Natural_Killer",-0.0706022574864154
