"","Identity","expr_mean"
"1","Astrocyte",-0.163171158668964
"2","B",-0.137416749828677
"3","CD8+_T",0.0480611179946778
"4","Dendritic_Cell",-0.0296288909090506
"5","Memory_CD4+_T",-0.0252821914749201
"6","Naive_CD4+_T",-0.163002506537405
"7","Natural_Killer",-0.063781982841186
