"","Identity","expr_mean"
"1","Astrocyte",-0.0103921710063131
"2","B",-0.00307930115190129
"3","CD8+_T",-0.054490075701262
"4","Dendritic_Cell",-0.152772404432032
"5","Memory_CD4+_T",0.0140610474626483
"6","Naive_CD4+_T",0.114452896135821
"7","Natural_Killer",0.0418304111669181
