"","Identity","expr_mean"
"1","Astrocyte",-0.0274946678566401
"2","B",-0.0359753845424682
"3","CD8+_T",-0.0520529544471953
"4","Dendritic_Cell",-0.0448795602664205
"5","Memory_CD4+_T",-0.0530539448766949
"6","Naive_CD4+_T",-0.0760208038466897
"7","Natural_Killer",-0.057168316826549
