"","Identity","expr_mean"
"1","Astrocyte",-0.190411483023493
"2","B",-0.157609898749849
"3","CD8+_T",0.0834672454622159
"4","Dendritic_Cell",-0.0206797807836459
"5","Memory_CD4+_T",-0.0187085894447227
"6","Naive_CD4+_T",-0.155235308919858
"7","Natural_Killer",-0.0243017328659638
