"","Identity","expr_mean"
"1","Astrocyte",-0.0677423183557232
"2","B",-0.0846986824401521
"3","CD8+_T",-0.0489780563746404
"4","Dendritic_Cell",-0.0603297250026979
"5","Memory_CD4+_T",-0.0637074327496559
"6","Naive_CD4+_T",-0.0514931528275424
"7","Natural_Killer",-0.0678753978210266
