"","Identity","expr_mean"
"1","Astrocyte",-0.123254887251392
"2","B",-0.101210887139072
"3","CD8+_T",0.0272981423022103
"4","Dendritic_Cell",-0.0471803959251613
"5","Memory_CD4+_T",0.00224950941537818
"6","Naive_CD4+_T",-0.0672492754862093
"7","Natural_Killer",-0.00863384704041798
