"","Identity","expr_mean"
"1","Astrocyte",0.040402564230015
"2","B",-0.152350424108578
"3","CD8+_T",0.0330443328275601
"4","Dendritic_Cell",-0.066967050845862
"5","Memory_CD4+_T",-0.00672635383671643
"6","Naive_CD4+_T",-0.0818844407948458
"7","Natural_Killer",-0.00611721740179869
