"","Identity","expr_mean"
"1","Astrocyte",0.0781659086860155
"2","B",0.0277780518576372
"3","CD8+_T",-0.00866519681438927
"4","Dendritic_Cell",-0.0198165486084374
"5","Memory_CD4+_T",0.0475163091987673
"6","Naive_CD4+_T",0.103593965676356
"7","Natural_Killer",0.073335662440846
